Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Heavily indebted poor countries (HIPC),HPC,-0.667608921,2.978762111,5.547538748,5.778965502,4.60650951,4.372227428,4.790428251,3.88565618,4.166104524,0.196545361,3.904310232,4.527340743
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,High income,HIC,3.006252995,4.125883345,1.497702455,2.097664055,2.371823657,1.841982809,2.384498828,2.360293352,1.756643828,-4.241562627,5.337773368,2.801075899
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,IBRD only,IBD,1.920540774,5.898968856,5.252438953,4.810570702,4.43924462,4.594489236,5.245660916,4.942815305,3.988179159,-1.317166552,7.428592476,3.514201701
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,IDA & IBRD total,IBT,2.104621247,5.727211828,5.250825088,4.870033469,4.351152275,4.486849869,5.141621862,4.887705414,3.979987863,-1.249123569,7.166994741,3.573074231
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,IDA blend,IDB,6.504923035,3.691220261,5.570401614,5.827549775,3.818856426,1.669268515,2.523719897,3.761697782,2.769534604,-1.388025874,5.071845884,4.539162781
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,IDA only,IDX,1.30266405,4.076062451,4.930370704,5.348906171,2.865784596,4.594645093,5.0847303,4.603122398,4.820672343,0.399249248,3.040191366,4.133739558
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,IDA total,IDA,3.911919184,3.89789532,5.23165458,5.574209026,3.315482614,3.207608394,3.888553158,4.215279336,3.879343618,-0.412221912,3.95916957,4.319087401
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Late-demographic dividend,LTE,0.487705942,6.974660268,5.609945716,5.22313614,4.698393236,4.476986538,5.298332885,5.42333202,4.646903024,0.174728579,7.421934343,3.197890202
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Latin America & Caribbean,LCN,-0.48177796,3.556546795,2.856652829,1.392201003,0.521035768,-0.159189425,1.87807359,1.624768843,0.738665341,-6.451022173,6.734009647,3.751778378
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Latin America & Caribbean (excluding high income),LAC,-0.582519946,3.562535172,2.871167912,1.359356511,0.413911528,-0.296832951,2.006129526,1.626829439,0.68219381,-6.338581723,6.500803246,3.601567092
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Latin America & the Caribbean (IDA & IBRD countries),TLA,-0.34746065,3.525944961,2.959502296,1.457893221,0.479727353,-0.157791208,1.982485589,1.733669098,0.736702854,-6.350005219,6.932378468,3.73089283
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Least developed countries: UN classification,LDC,0.400092699,4.266875149,5.609249856,5.59335795,2.452281206,4.010710131,4.316948518,4.375865251,4.859785104,0.689791203,1.930539221,4.427820908
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Low & middle income,LMY,2.053575838,5.830633348,5.392164081,4.923874261,4.394960879,4.557560475,5.161604341,4.879841587,3.997645555,-1.156334483,7.113027921,3.517079276
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Low income,LIC,-1.912601554,3.311731718,3.298871292,4.391437181,-0.390631299,2.129491902,2.786452736,3.002929698,3.81860776,0.01895419,1.776178203,3.500565851
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Lower middle income,LMC,4.603563748,4.418963475,4.891748793,5.665897664,5.002344388,5.773665962,5.112908992,4.754487568,3.537923897,-3.062534358,5.992554834,5.078670606
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Middle East & North Africa,MEA,13.08720842,6.750072976,2.244397771,2.852370689,2.745800118,4.427929233,1.751533501,2.105866365,1.224529048,-3.771868203,4.416034751,5.752082766
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Middle East & North Africa (excluding high income),MNA,11.88533834,6.06694287,0.446847951,1.759717837,0.740791611,5.342988605,3.124514295,1.680642931,1.023238977,-3.258941481,4.349854026,3.873908034
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Middle East & North Africa (IDA & IBRD countries),TMN,11.88533834,6.203735112,0.407217372,1.778327458,0.712416873,5.308460698,3.141797002,1.685163324,1.019871154,-3.178707926,4.325339832,3.873350091
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Middle income,MIC,2.128673481,5.883178839,5.42874511,4.933085727,4.477326995,4.597403471,5.199659422,4.909223951,4.000397397,-1.174367297,7.193313287,3.517315725
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,North America,NAC,1.741507945,4.164393782,1.879791747,2.332052952,2.541510234,1.61424654,2.304819564,2.930989761,2.261827456,-2.949960689,5.872981633,2.163380112
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Not classified,INX,1.741507945,4.164393782,1.879791747,2.332052952,2.541510234,1.61424654,2.304819564,2.930989761,2.261827456,-2.949960689,5.872981633,2.163380112
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,OECD members,OED,2.935850705,4.075752967,1.51835929,2.093055498,2.433268269,1.828506433,2.494858907,2.358173225,1.730625039,-4.213419536,5.473544738,2.776450908
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Other small states,OSS,2.935850705,4.075752967,3.673816031,3.851111486,3.127875315,2.98173198,1.323932626,2.210753164,2.186157451,-4.859109912,3.976229815,4.389591296
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Pacific island small states,PSS,3.986858007,-1.659008185,3.147816921,3.617739022,3.576382814,3.648137518,3.989623414,2.829187508,1.012540769,-10.28050436,-3.568096596,6.359047208
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Post-demographic dividend,PST,2.724206307,4.022906017,1.399515217,1.91542231,2.136790582,1.749352286,2.363228361,2.259667856,1.690427251,-4.420089838,5.218118033,2.414319529
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Pre-demographic dividend,PRE,8.428014765,5.495913356,5.809295629,5.083114915,3.211040336,2.421940463,1.586009721,2.46462964,3.197618455,-2.514588192,2.997448632,3.999197091
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Small states,SST,8.428014765,5.495913356,3.273986164,3.551510061,2.650339177,2.206257421,1.081314728,2.076915387,1.950026383,-5.636224472,4.092011055,5.660733946
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,South Asia,SAS,5.395859572,4.110306465,6.033785551,6.938621363,7.336072152,7.68224076,6.527009336,6.334238373,3.940144628,-4.661486412,8.267933073,6.470528617
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,South Asia (IDA & IBRD),TSA,5.395859572,4.110306465,6.033785551,6.938621363,7.336072152,7.68224076,6.527009336,6.334238373,3.940144628,-4.661486412,8.267933073,6.470528617
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sub-Saharan Africa,SSF,2.4811214,3.50247947,5.062553647,4.863760373,2.872433888,1.273191586,2.442233487,2.647860495,2.591865886,-2.004434518,4.173503227,3.567718709
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sub-Saharan Africa (excluding high income),SSA,2.476633825,3.501594846,5.065791095,4.864413952,2.871362063,1.270045452,2.441942285,2.646952815,2.589891846,-1.99856625,4.172493565,3.563360697
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Sub-Saharan Africa (IDA & IBRD countries),TSS,2.4811214,3.50247947,5.062553647,4.863760373,2.872433888,1.273191586,2.442233487,2.647860495,2.591865886,-2.004434518,4.173503227,3.567718709
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Upper middle income,UMC,1.319338079,6.344344723,5.57698736,4.732017781,4.33198893,4.269692154,5.224177041,4.952909683,4.13071773,-0.645329946,7.521563448,3.095241392
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,World,WLD,2.799126359,4.515536335,2.809245978,3.073531301,3.08293693,2.808630961,3.389865405,3.288049781,2.594550083,-3.072225493,6.023812764,3.080321778
