Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Afghanistan,AFG,6.823762231,4.344059831,5.600744658,2.724543364,1.45131466,2.260314201,2.647003202,1.189228128,3.911603419,-2.351100673,-20.69999999,4.844235895
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Albania,ALB,-9.57564017,6.946216592,1.002017541,1.774448853,2.218726375,3.314980684,3.80259872,4.019345617,2.087711996,-3.302082039,8.908527818,4.844235895
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Algeria,DZA,0.80000058,3.8,2.8,3.8,3.7,3.2,1.3,1.2,1,-5.1,3.4,3.1
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,American Samoa,ASM,0.80000058,3.8,-2.5,1.762820513,3.149606299,-1.679389313,-6.98757764,2.671118531,-0.487804878,5.065359477,-1.866251944,3.1
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Andorra,AND,3.781387586,3.528362361,-3.547596515,2.504465521,1.434140395,3.70967807,0.34607189,1.58876549,2.015547638,-11.18393994,8.287199781,8.809579348
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Angola,AGO,-3.450098685,3.054624234,4.954613031,4.82255927,0.943571561,-2.580111222,-0.147149825,-1.316361689,-0.702272958,-5.638214717,1.199210521,3.04540301
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Antigua and Barbuda,ATG,3.011714684,6.203431254,-0.600876397,3.795727613,3.825293099,5.496459204,3.144638239,6.823762231,4.344059831,-17.50218503,6.554899818,8.458733325
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Argentina,ARG,-2.467213778,-0.788998939,2.405323781,-2.512615321,2.731159828,-2.080327844,2.818502978,-2.617396463,-2.000861003,-9.943235134,10.39824946,5.243044499
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Armenia,ARM,-2.467213778,5.900000003,3.3,3.600000001,3.199999999,0.2,7.500000002,5.2,7.599999999,-7.199999999,5.699999999,12.6
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Aruba,ABW,3.961401727,7.616589113,6.429816914,-0.020479214,3.54362966,2.116716123,5.482371174,5.257854913,0.635029788,-18.58909924,17.1725086,3.617588572
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Australia,AUS,3.576485761,3.901171371,2.578754288,2.579017112,2.152735906,2.730547992,2.282183642,2.883045123,2.171396224,-0.050885336,2.236212439,3.617588572
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Austria,AUT,4.345641399,3.375722147,0.025504712,0.661272849,1.014501586,1.989437162,2.258572433,2.425385361,1.517388583,-6.453968467,4.556850913,4.996942407
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Azerbaijan,AZE,4.345641399,11.09999914,5.809800843,2.750506815,1.093975916,-3.09999988,0.199999939,1.5,2.500000067,-4.300000102,5.616451029,4.616522963
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Bahamas, The",BHS,-1.596249087,4.149234046,-2.863293945,1.84730294,0.996800846,-0.067012845,2.415312842,1.533237259,-0.743977998,-23.50817631,16.98466528,14.36896003
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bahrain,BHR,4.437997176,5.300070056,5.41683981,4.350390853,2.485378558,3.558128119,4.290949778,2.111130473,2.166964669,-4.644637359,2.669708714,4.860858272
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bangladesh,BGD,5.622258162,5.293294719,6.013605658,6.061059359,6.552639879,7.113478213,6.590249998,7.31941263,7.881906729,3.448025628,6.938679124,7.099828776
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Barbados,BRB,-3.307593308,4.447189623,-1.447406818,-0.087262953,2.472619872,2.533024882,0.456290513,-1.0271391,-0.131147253,-13.31102153,-0.189272866,9.998995328
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Belarus,BLR,4.447189623,5.80000344,1.003470841,1.726209959,-3.829663071,-2.525831409,2.53162368,3.149639499,1.446206671,-0.672904125,2.438866081,-4.697449707
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Belgium,BEL,3.137402316,3.716679384,0.459242193,1.578533143,2.041459009,1.266686409,1.619580278,1.792945193,2.261568321,-5.36258592,6.285931393,3.247837207
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Belize,BLZ,11.44338873,13.00578035,4.529262087,4.089581305,3.367633302,0.113122172,-1.694915254,1.103448276,4.502046385,-13.40295909,15.22110553,12.12874526
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Benin,BEN,8.97613436,5.857714205,7.191433721,6.357679098,1.77815106,3.339673426,5.671555469,6.697259461,6.865687336,3.8487924,7.155451646,6.253244914
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bermuda,BMU,0.019212297,9.317156411,-0.279708545,-3.701067594,0.7755297,-0.657206304,3.611419837,-0.4328013,0.306266735,-6.837955191,3.013816439,2.927112949
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bhutan,BTN,10.38311792,3.355068285,2.119972633,5.77649568,6.642232105,8.127033538,4.651834675,3.055129837,5.755169993,-10.00969933,4.087618878,2.927112949
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bolivia,BOL,4.635787428,2.507810809,6.796011428,5.460569506,4.85718718,4.263920864,4.195206334,4.223623653,2.21670564,-8.737884358,6.105804204,3.070054644
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bosnia and Herzegovina,BIH,2.507810809,12.76546946,2.349856663,1.153851092,4.314750611,3.242255212,3.244100959,3.827499205,2.887343344,-3.015095148,7.391652626,3.896807742
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Botswana,BWA,6.772821949,1.987695834,11.10282378,5.69696454,-4.850991817,7.201819029,4.113051182,4.189846946,3.032556556,-8.729451498,11.87035831,5.782349221
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Brazil,BRA,-4.35,4.387949447,3.004822669,0.50395574,-3.545763393,-3.275916908,1.322869054,1.783666762,1.220777824,-3.276758796,4.988849701,2.900530615
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,British Virgin Islands,VGB,1.089420535,2.849421858,-2.126028517,-2.508352566,-0.39238375,-2.477917718,1.328602552,0.052237791,3.869109865,1.13357335,-1.59076248,-1.62833154
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Brunei Darussalam,BRN,1.089420535,2.849421858,-2.126028517,-2.508352566,-0.39238375,-2.477917718,1.328602552,0.052237791,3.869109865,1.13357335,-1.59076248,-1.62833154
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Bulgaria,BGR,-9.117377096,4.587225342,-0.560493966,0.966869032,3.428054914,3.039825276,2.76217096,2.684760587,4.038142206,-3.958614598,7.634609716,3.361252752
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Burkina Faso,BFA,-0.602928478,1.888473889,5.792584845,4.326845615,3.921228794,5.957976708,6.203489411,6.604569068,5.688115149,1.93032489,6.906341673,1.47930064
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Burundi,BDI,3.499822136,-0.856864058,4.924189898,4.240650214,-3.90000008,-0.600000909,0.500001262,1.609935421,1.812565324,0.327156893,3.099999999,1.848999999
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cabo Verde,CPV,0.692171874,14.28486883,0.632136727,0.69666684,0.936026508,4.280714827,4.55131481,3.706964583,7.636081689,-19.30282275,6.811176432,17.71418117
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cambodia,KHM,4.55131481,9.993580322,7.356665149,7.142571101,6.965797814,6.933313973,6.996903699,7.469169207,7.054106932,-3.096006731,3.026389363,5.16246
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cameroon,CMR,-6.105697646,3.832417795,4.995529159,5.719818144,5.666952991,4.535794236,3.541176549,3.95551424,3.475059979,0.259932916,3.649916886,3.540977863
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Canada,CAN,0.164672497,5.177635668,2.329122506,2.870036075,0.659176864,1.001394414,3.039880225,2.777040554,1.888223585,-5.074357568,5.011800875,3.396202279
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cayman Islands,CYM,0.164672497,5.177635668,1.279330593,2.654529322,2.833122427,3.239973614,3.184047307,4.267265672,3.915636377,-5.108135407,4.028664289,0
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Central African Republic,CAF,-2.147528066,-2.48943244,-36.3919771,0.081070515,4.33712103,4.750316841,4.527278213,3.789443593,3.1,0.899999997,0.900000007,0
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Chad,TCD,-4.178472373,-0.879681025,5.700001363,6.899985045,2.767675685,-6.255527085,-2.988695986,2.3740378,3.247181917,-1.600006737,-1.199990525,2.235979675
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Channel Islands,CHI,-4.178472373,-0.879681025,5.700001363,6.899985045,2.767675685,-6.255527085,1.96610999,1.052290562,1.32511666,-7.965078807,8.646769717,2.235979675
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Chile,CHL,3.333565474,4.971621488,3.308508247,1.792649471,2.1519425,1.753038749,1.357695373,3.990029478,0.743130031,-6.145246857,11.73743107,2.440403398
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,China,CHN,3.920251368,8.490093406,7.766150098,7.425763656,7.041328879,6.848762205,6.947200793,6.749773832,5.950500754,2.238638356,8.447478293,3.290804598
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Colombia,COL,4.281998331,2.924861483,5.13399352,4.499030001,2.955901375,2.087382502,1.359360868,2.564324283,3.186855392,-7.252299075,11.01619327,7.495775781
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Comoros,COM,5.091236413,10.84787862,4.466247315,2.106657589,1.147350761,3.320446562,3.815762877,3.642451138,1.760780239,-0.195556827,2.112195577,2.387678485
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Congo, Dem. Rep.",COD,-6.568310695,-6.910927317,8.481956636,9.470288097,6.91616712,2.399398914,3.726947653,5.8211211,4.384528881,1.735422764,6.200154011,8.924447851
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Congo, Rep.",COG,1.000003566,7.575980395,-0.712434452,6.716679334,-3.550581765,-10.78323827,-4.382530946,-4.805351558,-0.086885958,-6.239319632,-2.200002606,1.547952897
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Costa Rica,CRI,3.553063366,3.868718088,2.494766112,3.542109878,3.652080968,4.204323252,4.157698963,2.615904404,2.417511818,-4.273354322,7.780797564,4.305015798
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cote d'Ivoire,CIV,-1.095908412,-0.265789464,10.76021313,9.371999942,7.194949428,7.17275964,7.410762426,4.843146059,6.518286735,1.737620429,6.999999995,6.741330002
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Croatia,HRV,3.553063366,2.95879822,-0.397827665,-0.429360586,2.522292277,3.559359482,3.412467822,2.800676199,3.42100553,-8.580343021,13.07220492,6.331336296
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cuba,CUB,-2.948564945,5.914760174,2.747602563,1.047576632,4.438141959,0.513761468,1.809054399,2.248480393,-0.164839982,-10.94834097,1.254092864,6.331336296
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Curacao,CUW,-2.948564945,5.914760174,-0.81168656,-1.201361725,0.290948721,-0.873007584,-1.732225675,-2.16688148,-3.371799181,-18.43847185,4.232404629,5.632148019
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Cyprus,CYP,7.403999507,5.965310315,-6.587482257,-1.776061912,3.418923188,6.573580202,5.733476139,5.647858201,5.529428549,-4.372474186,6.638926968,5.632148019
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Czechia,CZE,5.965310315,4.001028635,-0.045903674,2.262102897,5.388380838,2.53728452,5.168724304,3.22008807,3.029878663,-5.502967961,3.552722062,2.460919243
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Denmark,DNK,1.475244277,3.746862595,0.933340972,1.619393811,2.342591108,3.245956985,2.821736341,1.989537315,1.493486959,-1.994607569,4.855707586,3.819017747
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Djibouti,DJI,1.475244277,3.746862595,0.933340972,7.061543242,7.526108919,7.123432337,5.458091517,4.774416888,5.5451306,1.202022033,4.8,3
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Dominica,DMA,5.417983566,2.340219321,-0.999940631,4.753786581,-2.731503063,2.763647982,-6.618994633,3.547584418,5.502483437,-16.60491154,6.891577388,5.938928276
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Dominican Republic,DOM,-5.454312395,4.66176228,4.875205093,7.05046369,6.927018772,6.659200263,4.666704677,6.982527585,5.05216802,-6.720239373,12.27199024,4.858324033
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Ecuador,ECU,3.679914053,1.091801564,4.946511267,3.788868549,0.098872608,-1.226383985,2.368386526,1.289291933,0.012105103,-7.787607091,4.235251242,2.947668633
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Egypt, Arab Rep.",EGY,5.667029157,6.370003834,2.185466054,2.91591188,4.372019078,4.346643456,4.181221,5.331108619,5.552093072,3.550164838,3.290646012,6.587845609
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,El Salvador,SLV,4.832900578,1.127906977,2.235624392,1.708706284,2.400000089,2.539062411,2.247619081,2.412444224,2.455645599,-7.878383783,11.17802031,2.600239918
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Equatorial Guinea,GNQ,-1.758564085,18.21377996,-4.133198501,0.415066302,-9.110041149,-8.816417232,-5.667508505,-6.236544067,-5.481825379,-4.241481321,-0.945382917,3.145798294
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Eritrea,ERI,-1.758564085,-3.141985903,-4.133198501,0.415066302,-9.110041149,-8.816417232,-5.667508505,-6.236544067,-5.481825379,-4.241481321,-0.945382917,3.145798294
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Estonia,EST,-1.758564085,10.08763444,1.458428636,3.011366587,1.853020046,3.155564814,5.792044675,3.78420085,3.739706682,-0.551001258,8.013462924,-1.287411341
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Eswatini,SWZ,21.01800054,1.76017376,3.861213798,0.923230547,2.227480675,1.062610193,2.026578156,2.380095476,2.692168293,-1.55964259,7.883306402,3.914540977
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Ethiopia,ETH,2.726451783,6.07321748,10.58227005,10.25749296,10.39246302,9.433482658,9.564189643,6.816147797,8.364085699,6.059530886,5.641530717,5.31709603
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Faroe Islands,FRO,2.726451783,6.07321748,5.853051914,5.432701357,0.976378534,1.469915804,3.514305971,2.731552155,4.952850177,-2.628731394,5.634924145,5.31709603
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Fiji,FJI,5.80000272,-1.699998416,4.73421949,5.603514406,4.50120041,2.445651797,5.35336456,3.812351222,-0.581946709,-17.0002349,-5.111607393,16.12485102
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Finland,FIN,0.670275844,5.773362458,-0.901696316,-0.364908157,0.543659212,2.811457767,3.19240963,1.139718013,1.224748922,-2.354965157,3.046482272,2.083775209
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,France,FRA,2.923935081,3.923669227,0.576326675,0.956183052,1.112912341,1.095464404,2.291419994,1.865066071,1.842971814,-7.784586492,6.816589136,2.562393564
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,French Polynesia,PYF,0.129883207,3.245411013,0.398801414,0.593554453,1.803340815,2.302198237,4.292633631,1.737094719,2.690422798,-6.999991348,2.399988092,2.562393564
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Gabon,GAB,5.192237277,-1.882966398,5.638699003,4.314964441,3.878899395,2.091442208,0.472642031,0.837916581,3.920808795,-1.837761064,1.467957315,3.036941861
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Gambia, The",GMB,3.558879368,5.500000216,2.87276879,-1.407382495,4.058073804,1.943359655,4.822611249,7.234890333,6.22205316,0.591487288,4.265492093,4.92372751
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Georgia,GEO,-14.7882259,1.838341066,3.621305352,4.431924823,3.02220738,2.90643878,4.842603225,4.842919885,4.982350475,-6.760439817,10.4655372,10.10871994
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Germany,DEU,5.255006083,2.912502964,0.437591303,2.209543431,1.491931528,2.229999868,2.680231114,0.981232606,1.056603898,-3.696788705,2.626987267,1.78520821
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Ghana,GHA,3.328817883,3.700000082,7.312525017,2.856240163,2.120759338,3.37346575,8.128894881,6.200077681,6.507774794,0.513941671,5.356477874,3.239706263
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Gibraltar,GIB,3.328817883,3.700000082,7.312525017,2.856240163,2.120759338,3.37346575,8.128894881,6.200077681,6.507774794,0.513941671,5.356477874,3.239706263
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Greece,GRC,0,3.919770717,-2.515997222,0.475695947,-0.19608763,-0.487173294,1.09214912,1.668428636,1.884341785,-9.004043642,8.434425502,5.913708309
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Greenland,GRL,-11.71953298,7.101596882,-1.298280693,4.742135673,-2.529318024,4.68195411,0.052728183,0.623065429,2.832177568,0.187608794,1.290210488,5.913708309
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Grenada,GRD,4.012611898,4.887952137,2.351098017,7.34212396,6.445223147,3.739603956,4.438675669,4.361440394,0.676511739,-13.75662226,4.687478169,5.80000089
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guam,GUM,3.102563176,1.690408357,1.690408357,1.793051924,0.825688073,0.181983621,0.890099909,-0.792221822,2.595281307,-11.39218114,1.058095428,5.80000089
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guatemala,GTM,3.102563176,3.608868717,3.694819199,4.443977583,4.092170816,2.677802555,3.079851491,3.4068734,4.017897934,-1.791857695,8.002408036,4.118004169
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guinea,GIN,4.324062755,2.503060562,3.945687086,3.696553117,3.825910569,10.8206272,10.30000534,6.358491927,5.616914469,4.920266372,3.9,4.7
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guinea-Bissau,GNB,6.099999986,5.426987367,3.255904265,0.964560751,6.134082941,6.262805638,5.919176626,1.283736703,4.499999992,-2.399999999,3.80000243,3.500049592
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Guyana,GUY,-3.067484664,-1.363803903,3.653504768,1.686027732,0.68752121,3.807918837,3.734374061,4.441013589,5.352627426,43.47955594,20.06001095,57.80022
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Haiti,HTI,1.038122802,0.870059259,4.324784115,2.888772515,1.400000002,1.812468078,2.510271345,1.667810955,-1.723096995,-3.305505473,-1.798239889,-1.681983975
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Honduras,HND,2.79174895,7.291288159,2.791559757,3.058080562,3.840079971,3.892972197,4.842913911,3.84499477,2.653066255,-8.964760184,12.53409602,3.997949815
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Hong Kong SAR, China",HKG,3.83053777,7.663467141,3.101552956,2.762384225,2.387847067,2.175418989,3.796103146,2.846920534,-1.672431653,-6.54479911,6.441723826,-3.476329865
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Hungary,HUN,3.83053777,4.479194732,1.802522101,4.232209806,3.707315979,2.201001893,4.271976016,5.362348362,4.864225735,-4.535550833,7.200000346,4.577905769
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Iceland,ISL,5.533454561,4.98504277,4.55246032,1.687215018,4.436663719,6.303687107,4.194948829,4.889172995,1.805161042,-7.241872034,4.333402012,6.444566325
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,India,IND,5.533454561,3.840991157,6.386106401,7.410227605,7.996253786,8.256305502,6.795383419,6.453851345,3.871436941,-5.83105322,8.700277908,6.802951544
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Indonesia,IDN,7.224334601,4.920067747,5.557263689,5.006668426,4.8763223,5.033069183,5.069785901,5.17429154,5.01928768,-2.065511829,3.703055357,5.308595005
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Iran, Islamic Rep.",IRN,13.59492644,5.845527476,-1.521979205,4.984775067,-1.424884939,8.815086643,2.758505246,-2.253863607,-2.658206662,3.330288459,4.719777732,2.749166141
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Iraq,IRQ,57.81782834,16.92166569,7.628571185,0.19701671,4.722864019,13.78737302,-1.819750351,2.633850991,5.513790575,-12.03679309,1.583393363,7.008745223
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Ireland,IRL,8.466527516,9.403524642,1.125689646,8.649350608,24.37044535,2.006654115,9.005342424,8.527541391,5.440937334,6.184538039,13.58824711,11.9695803
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Isle of Man,IMN,4.186976822,5.300001526,4.141868321,5.155032339,-0.385798408,6.952302529,2.837762345,2.213397869,0.25488493,-8.83623207,6.986766416,3.674683255
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Israel,ISR,4.186976822,8.671655277,4.415501587,3.919126893,2.485826289,4.521680309,4.276595951,4.070321887,4.156137989,-1.857289278,8.611990348,6.464668446
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Italy,ITA,1.985774943,3.786955143,-1.841065451,-0.004547542,0.778304351,1.293462732,1.667859041,0.925810941,0.483198317,-8.979126097,6.986766416,3.674683255
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Jamaica,JAM,4.200535115,0.878703548,0.517686013,0.689822357,0.921487125,1.375223064,0.997123062,1.889923681,0.892291654,-9.9,4.6,4.2
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Japan,JPN,4.840929057,2.764647551,2.005100177,0.296205514,1.560626697,0.753826746,1.675331752,0.643391023,-0.402169201,-4.278603688,2.142487369,1.028624866
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Jordan,JOR,-0.275903906,4.245711921,2.609947375,3.384078099,2.496528793,1.994180849,2.473598154,1.919072636,1.751239735,-1.606636278,2.222999278,2.503796384
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kazakhstan,KAZ,..,9.800000002,5.999999999,4.200000001,1.2,1.1,4.1,4.1,4.5,-2.5,4.3,3.2
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kenya,KEN,4.192050972,0.599695391,3.797848393,5.020111002,4.967721128,4.213517068,3.837958174,5.647946407,5.114158858,-0.272766327,7.590489473,4.846634856
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kiribati,KIR,-0.869565217,6.25,4.161574477,-1.096288599,9.865174721,-0.478196755,0.186027237,5.113636364,-2.162162162,-1.657458564,7.865168539,1.5625
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Korea, Dem. People's Rep.",PRK,-0.869565217,6.25,4.161574477,-1.096288599,9.865174721,-0.478196755,0.186027237,5.113636364,-2.162162162,-1.657458564,7.865168539,1.5625
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Korea, Rep.",KOR,9.877552502,9.060833325,3.164708636,3.202453795,2.809103268,2.946881715,3.15963574,2.907403774,2.24397786,-0.709415359,4.145323954,2.560537432
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kosovo,XKX,5.340908175,5.340908175,5.340908175,3.348804311,5.916270444,5.571756507,4.825690427,3.406631008,4.756830619,-5.340275302,10.74561161,3.511706692
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kuwait,KWT,5.340908175,4.694581871,1.149300437,0.500876982,0.593019617,2.925868226,-4.712106209,2.433981269,-0.551959332,-8.855278885,1.308056509,8.177755846
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Kyrgyz Republic,KGZ,5.702796633,5.443336633,10.91546945,4.024038626,3.875825448,4.335855917,4.739937225,3.757910125,4.600625666,-8.398364296,6.167638428,7.022208826
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Lao PDR,LAO,6.704578691,5.798782326,8.026300226,7.611963441,7.270065843,7.022836255,6.892530873,6.247960008,5.457735092,0.50303183,2.528351001,2.707426527
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Latvia,LVA,5.340908175,5.675741312,2.007966879,1.902172684,3.885260054,2.368614747,3.312475936,3.991854505,2.569703888,-2.202985338,4.064016104,1.976185961
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Lebanon,LBN,26.53316009,1.341871619,3.827873498,2.484060106,0.462320792,1.55454941,0.903028464,-1.884705756,-6.914924729,-21.39989969,-7.001238625,0.591917768
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Lesotho,LSO,6.045473329,3.875546814,1.792531445,1.710544004,3.127557724,3.605400048,-3.138174923,-1.48063361,-0.764225981,-5.619402426,1.557679833,0.591917768
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Liberia,LBR,6.045473329,3.875546814,8.687287816,0.7013931,-0.01856497,-1.554958617,2.45515592,1.157575122,-2.467297635,-2.982491276,4.986712835,4.808113461
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Libya,LBY,3.679270408,3.679270408,-17.99796157,-23.04280583,-0.842656252,-1.490941117,32.49180219,7.941367853,-11.19569459,-29.78714799,31.37251544,-1.236981944
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Liechtenstein,LIE,2.252870969,3.220193082,-17.99796157,-23.04280583,-0.842656252,-1.490941117,32.49180219,7.941367853,-11.19569459,-29.78714799,31.37251544,-1.236981944
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Lithuania,LTU,3.695525421,3.695525421,3.550072843,3.537009879,2.024583955,2.518828273,4.282596951,3.993310328,4.625103139,-0.022073742,5.980848085,1.887795395
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,Luxembourg,LUX,5.319931127,6.938130249,3.171790499,2.623086016,2.269784484,4.978190437,1.317187663,1.219321919,2.319925201,-0.797435589,5.102455447,1.548714616
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,"Macao SAR, China",MAC,7.979640521,5.746677091,10.75285399,-2.048380612,-21.51440527,-0.679060845,9.983305509,6.464667694,-2.511937846,-54.23590002,19.26705638,-26.76142266
